city,competition,date,match-id,gender,match-number,match-referee,method,neutralvenue,outcome,player-of-match,reserve-umpire,season,series,team-0,team-1,toss-decision,toss-winner,tv-umpire,umpire-0,umpire-1,venue,winner,winner-runs,winner-wickets,year
St Lucia,ICC World Cup,2007/04/25,247506,male,,JJ Crowe,,True,,GD McGrath,MR Benson,2006/07,,Australia,South Africa,bat,South Africa,BF Bowden,Aleem Dar,SA Bucknor,Beausejour Stadium,Australia,,7.0,2007
Barbados,ICC World Cup,2007/04/28,247507,male,,JJ Crowe,D/L,True,,AC Gilchrist,BF Bowden,2006/07,,Australia,Sri Lanka,bat,Australia,RE Koertzen,Aleem Dar,SA Bucknor,Kensington Oval,Australia,53.0,,2007
,,2006/08/06,249207,male,5.0,MJ Procter,,,,Shahriar Nafees,TJ Matibiri,2006,Bangladesh in Zimbabwe ODI Series,Zimbabwe,Bangladesh,bat,Zimbabwe,RB Tiffin,KC Barbour,IL Howell,Harare Sports Club,Bangladesh,,8.0,2006
Durban,,2006/11/22,249211,male,2.0,BC Broad,,,,JH Kallis,S George,2006/07,India in South Africa ODI Series,South Africa,India,bat,South Africa,BG Jerling,BR Doctrove,IL Howell,Kingsmead,South Africa,157.0,,2006
Cape Town,,2006/11/26,249212,male,3.0,BC Broad,,,,JM Kemp,MW Brown,2006/07,India in South Africa ODI Series,South Africa,India,bat,South Africa,M Erasmus,BR Doctrove,BG Jerling,Newlands,South Africa,106.0,,2006
Port Elizabeth,,2006/11/29,249213,male,4.0,BC Broad,,,,HH Gibbs,S George,2006/07,India in South Africa ODI Series,South Africa,India,bat,South Africa,IL Howell,BR Doctrove,BG Jerling,St George's Park,South Africa,80.0,,2006
Centurion,,2006/12/03,249214,male,5.0,BC Broad,,,,SM Pollock,JD Cloete,2006/07,India in South Africa ODI Series,South Africa,India,field,South Africa,KH Hurter,BR Doctrove,IL Howell,SuperSport Park,South Africa,,9.0,2006
Hobart,Commonwealth Bank Series,2007/01/14,249228,male,2.0,RS Madugalle,,,,A Symonds,GJ Luck,2006/07,,Australia,New Zealand,bat,Australia,SJ Davis,Asad Rauf,DJ Harper,Bellerive Oval,Australia,105.0,,2007
,Commonwealth Bank Series,2007/01/21,249229,male,5.0,RS Madugalle,,,,MJ Clarke,RD Goodger,2006/07,,Australia,New Zealand,bat,New Zealand,RL Parry,Asad Rauf,SJA Taufel,Sydney Cricket Ground,Australia,,2.0,2007
Perth,Commonwealth Bank Series,2007/01/28,249230,male,8.0,RS Madugalle,,,,RT Ponting,AR Craig,2006/07,,Australia,New Zealand,bat,Australia,SJ Davis,Asad Rauf,SJA Taufel,Western Australia Cricket Association Ground,Australia,8.0,,2007
,Commonwealth Bank Series,2007/02/04,249231,male,11.0,MJ Procter,,,,RT Ponting,PR Reiffel,2006/07,,Australia,New Zealand,bat,New Zealand,RL Parry,Asad Rauf,SJ Davis,Melbourne Cricket Ground,Australia,,5.0,2007
,Commonwealth Bank Series,2007/01/12,249232,male,1.0,RS Madugalle,,,,AC Gilchrist,JD Ward,2006/07,,Australia,England,bat,England,RL Parry,IL Howell,SJA Taufel,Melbourne Cricket Ground,Australia,,8.0,2007
Brisbane,Commonwealth Bank Series,2007/01/19,249233,male,4.0,RS Madugalle,,,,MEK Hussey,TP Laycock,2006/07,,Australia,England,bat,England,RL Parry,DJ Harper,IL Howell,Brisbane Cricket Ground,Australia,,4.0,2007
,Commonwealth Bank Series,2007/01/26,249234,male,7.0,RS Madugalle,,,,MG Johnson,SD Fry,2006/07,,Australia,England,bat,England,DJ Harper,SJ Davis,IL Howell,Adelaide Oval,Australia,,9.0,2007
,Commonwealth Bank Series,2007/02/02,249235,male,10.0,MJ Procter,,,,EC Joyce,RJ Tucker,2006/07,,Australia,England,bat,England,RL Parry,DJ Harper,IL Howell,Sydney Cricket Ground,England,92.0,,2007
Hobart,Commonwealth Bank Series,2007/01/16,249236,male,3.0,RS Madugalle,,True,,A Flintoff,BJ Muir,2006/07,,England,New Zealand,bat,New Zealand,DJ Harper,Asad Rauf,SJ Davis,Bellerive Oval,England,,3.0,2007
,Commonwealth Bank Series,2007/01/23,249237,male,6.0,RS Madugalle,,True,,JDP Oram,AR Collins,2006/07,,England,New Zealand,bat,New Zealand,SJ Davis,DJ Harper,IL Howell,Adelaide Oval,New Zealand,90.0,,2007
Perth,Commonwealth Bank Series,2007/01/30,249238,male,9.0,RS Madugalle,,True,,L Vincent,B Bennett,2006/07,,England,New Zealand,bat,New Zealand,SJA Taufel,Asad Rauf,SJ Davis,Western Australia Cricket Association Ground,New Zealand,58.0,,2007
,Commonwealth Bank Series,2007/02/09,249240,male,1.0,MJ Procter,,,,PD Collingwood,JD Ward,2006/07,,Australia,England,bat,Australia,RL Parry,Asad Rauf,DJ Harper,Melbourne Cricket Ground,England,,4.0,2007
,Commonwealth Bank Series,2007/02/11,249241,male,2.0,MJ Procter,D/L,,,,RD Goodger,2006/07,,Australia,England,bat,England,DJ Harper,SJ Davis,IL Howell,Sydney Cricket Ground,England,34.0,,2007
Nairobi,,2006/08/12,249378,male,1.0,RS Mahanama,,,,Mashrafe Mortaza,,2006,Bangladesh in Kenya ODI Series,Kenya,Bangladesh,field,Bangladesh,R D'Mello,K Hariharan,SR Modi,Gymkhana Club Ground,Bangladesh,,6.0,2006
Nairobi,,2006/08/13,249379,male,2.0,RS Mahanama,,,,Mashrafe Mortaza,,2006,Bangladesh in Kenya ODI Series,Kenya,Bangladesh,bat,Kenya,R D'Mello,K Hariharan,SR Modi,Gymkhana Club Ground,Bangladesh,,2.0,2006
Nairobi,,2006/08/15,249380,male,3.0,RS Mahanama,,,,Mashrafe Mortaza,,2006,Bangladesh in Kenya ODI Series,Kenya,Bangladesh,field,Bangladesh,R D'Mello,K Hariharan,SR Modi,Gymkhana Club Ground,Bangladesh,,6.0,2006
Chandigarh,ICC Champions Trophy,2006/10/07,249739,male,1.0,MJ Procter,,True,,WU Tharanga,Asad Rauf,2006/07,,Bangladesh,Sri Lanka,field,Bangladesh,SJA Taufel,SA Bucknor,DJ Harper,Punjab Cricket Association Stadium,Sri Lanka,37.0,,2006
Ahmedabad,ICC Champions Trophy,2006/10/08,249740,male,2.0,JJ Crowe,,True,,CH Gayle,Asad Rauf,2006/07,,West Indies,Zimbabwe,bat,Zimbabwe,Aleem Dar,MR Benson,RE Koertzen,Sardar Patel Stadium,West Indies,,9.0,2006
Ahmedabad,ICC Champions Trophy,2006/10/10,249741,male,3.0,JJ Crowe,,True,,WU Tharanga,MR Benson,2006/07,,Sri Lanka,Zimbabwe,bat,Sri Lanka,RE Koertzen,Aleem Dar,Asad Rauf,Sardar Patel Stadium,Sri Lanka,144.0,,2006
Jaipur,ICC Champions Trophy,2006/10/11,249742,male,4.0,RS Madugalle,,True,,CH Gayle,DJ Harper,2006/07,,Bangladesh,West Indies,bat,Bangladesh,SA Bucknor,BF Bowden,SJA Taufel,Sawai Mansingh Stadium,West Indies,,10.0,2006
Jaipur,ICC Champions Trophy,2006/10/13,249743,male,5.0,RS Madugalle,,True,,Shahriar Nafees,BF Bowden,2006/07,,Bangladesh,Zimbabwe,field,Zimbabwe,SJA Taufel,SA Bucknor,DJ Harper,Sawai Mansingh Stadium,Bangladesh,101.0,,2006
Mumbai,ICC Champions Trophy,2006/10/14,249744,male,6.0,MJ Procter,,True,,MF Maharoof,Aleem Dar,2006/07,,Sri Lanka,West Indies,bat,West Indies,MR Benson,Asad Rauf,RE Koertzen,Brabourne Stadium,Sri Lanka,,9.0,2006
Jaipur,ICC Champions Trophy,2006/10/15,249745,male,7.0,JJ Crowe,,,,MM Patel,SA Bucknor,2006/07,,India,England,field,India,BF Bowden,DJ Harper,SJA Taufel,Sawai Mansingh Stadium,India,,4.0,2006
Mumbai,ICC Champions Trophy,2006/10/16,249746,male,8.0,RS Madugalle,,True,,SP Fleming,RE Koertzen moved up to act as TV Umpire.,2006/07,,New Zealand,South Africa,field,South Africa,RE Koertzen,Aleem Dar,MR Benson,Brabourne Stadium,New Zealand,87.0,,2006
Jaipur,ICC Champions Trophy,2006/10/17,249747,male,9.0,JJ Crowe,,True,,Abdul Razzaq,DJ Harper,2006/07,,Pakistan,Sri Lanka,bat,Sri Lanka,SA Bucknor,BF Bowden,SJA Taufel,Sawai Mansingh Stadium,Pakistan,,4.0,2006
Mumbai,ICC Champions Trophy,2006/10/18,249748,male,10.0,MJ Procter,,True,,RS Morton,SN Bandekar,2006/07,,Australia,West Indies,bat,West Indies,Aleem Dar,MR Benson,RE Koertzen,Brabourne Stadium,West Indies,10.0,,2006
Mumbai,ICC Champions Trophy,2006/10/20,249749,male,11.0,MJ Procter,,True,,M Muralitharan,SN Bandekar,2006/07,,New Zealand,Sri Lanka,bat,New Zealand,MR Benson,Aleem Dar,RE Koertzen,Brabourne Stadium,Sri Lanka,,7.0,2006
Jaipur,ICC Champions Trophy,2006/10/21,249750,male,12.0,JJ Crowe,,True,,DR Martyn,SJA Taufel,2006/07,,Australia,England,field,Australia,DJ Harper,BF Bowden,SA Bucknor,Sawai Mansingh Stadium,Australia,,6.0,2006
Ahmedabad,ICC Champions Trophy,2006/10/24,249751,male,13.0,JJ Crowe,,True,,SM Pollock,AM Saheba,2006/07,,South Africa,Sri Lanka,field,Sri Lanka,Aleem Dar,DJ Harper,SJA Taufel,Sardar Patel Stadium,South Africa,78.0,,2006
Chandigarh,ICC Champions Trophy,2006/10/25,249752,male,14.0,RS Madugalle,,True,,SP Fleming,SA Bucknor,2006/07,,New Zealand,Pakistan,field,Pakistan,BF Bowden,MR Benson,RE Koertzen,Punjab Cricket Association Stadium,New Zealand,51.0,,2006
Ahmedabad,ICC Champions Trophy,2006/10/26,249753,male,15.0,MJ Procter,,,,S Chanderpaul,AM Saheba,2006/07,,India,West Indies,field,West Indies,SJA Taufel,Aleem Dar,DJ Harper,Sardar Patel Stadium,West Indies,,3.0,2006
Chandigarh,ICC Champions Trophy,2006/10/27,249754,male,16.0,RS Madugalle,,True,,M Ntini,RE Koertzen,2006/07,,Pakistan,South Africa,bat,South Africa,SA Bucknor,MR Benson,BF Bowden,Punjab Cricket Association Stadium,South Africa,124.0,,2006
Ahmedabad,ICC Champions Trophy,2006/10/28,249755,male,17.0,MJ Procter,,True,,CH Gayle,AM Saheba,2006/07,,England,West Indies,bat,West Indies,Aleem Dar,DJ Harper,SJA Taufel,Sardar Patel Stadium,England,,3.0,2006
Chandigarh,ICC Champions Trophy,2006/10/29,249756,male,18.0,RS Madugalle,,,,DR Martyn,RE Koertzen,2006/07,,India,Australia,bat,India,MR Benson,BF Bowden,SA Bucknor,Punjab Cricket Association Stadium,Australia,,6.0,2006
Chandigarh,ICC Champions Trophy,2006/11/01,249757,male,,MJ Procter,,True,,GD McGrath,BF Bowden,2006/07,,Australia,New Zealand,field,New Zealand,MR Benson,SA Bucknor,RE Koertzen,Punjab Cricket Association Stadium,Australia,34.0,,2006
Jaipur,ICC Champions Trophy,2006/11/02,249758,male,,JJ Crowe,,True,,CH Gayle,AM Saheba,2006/07,,South Africa,West Indies,bat,South Africa,DJ Harper,Aleem Dar,SJA Taufel,Sawai Mansingh Stadium,West Indies,,6.0,2006
Mumbai,ICC Champions Trophy,2006/11/05,249759,male,,RS Madugalle,D/L,True,,SR Watson,MR Benson,2006/07,,Australia,West Indies,bat,West Indies,BF Bowden,Aleem Dar,RE Koertzen,Brabourne Stadium,Australia,,8.0,2006
Centurion,,2007/02/04,250668,male,1.0,BC Broad,,,,JH Kallis,JD Cloete,2006/07,Pakistan in South Africa ODI Series,South Africa,Pakistan,field,Pakistan,KH Hurter,RE Koertzen,PD Parker,SuperSport Park,South Africa,164.0,,2007
Durban,,2007/02/07,250669,male,2.0,BC Broad,,,,Younis Khan,M Erasmus,2006/07,Pakistan in South Africa ODI Series,South Africa,Pakistan,bat,Pakistan,RE Koertzen,SA Bucknor,BG Jerling,Kingsmead,Pakistan,141.0,,2007
Cape Town,,2007/02/11,250671,male,4.0,BC Broad,,,,SM Pollock,MW Brown,2006/07,Pakistan in South Africa ODI Series,South Africa,Pakistan,field,South Africa,M Erasmus,BG Jerling,RB Tiffin,Newlands,South Africa,,10.0,2007
Johannesburg,,2007/02/14,250672,male,5.0,BC Broad,,,,SM Pollock,ZTA Ndamane,2006/07,Pakistan in South Africa ODI Series,South Africa,Pakistan,bat,Pakistan,KH Hurter,RE Koertzen,RB Tiffin,New Wanderers Stadium,South Africa,,9.0,2007
Napier,,2006/12/28,251489,male,1.0,J Srinath,,,,ST Jayasuriya,GAV Baxter,2006/07,Sri Lanka in New Zealand ODI Series,New Zealand,Sri Lanka,bat,New Zealand,EA Watkin,SJ Davis,AL Hill,McLean Park,Sri Lanka,,7.0,2006
Christchurch,,2007/01/02,251491,male,3.0,J Srinath,D/L,,,MJ Mason,DM Quested,2006/07,Sri Lanka in New Zealand ODI Series,New Zealand,Sri Lanka,field,New Zealand,GAV Baxter,SJ Davis,AL Hill,Jade Stadium,New Zealand,,4.0,2007
Auckland,,2007/01/06,251492,male,4.0,J Srinath,,,,ST Jayasuriya,PD Jones,2006/07,Sri Lanka in New Zealand ODI Series,New Zealand,Sri Lanka,bat,Sri Lanka,AL Hill,GAV Baxter,SJ Davis,Eden Park,Sri Lanka,189.0,,2007
Wellington,,2007/02/16,251494,male,1.0,MJ Procter,,,,SE Bond,EA Watkin,2006/07,Chappell-Hadlee Trophy,New Zealand,Australia,field,New Zealand,GAV Baxter,Aleem Dar,BF Bowden,Westpac Stadium,New Zealand,,10.0,2007
Auckland,,2007/02/18,251495,male,2.0,MJ Procter,,,,LRPL Taylor,BG Frost,2006/07,Chappell-Hadlee Trophy,New Zealand,Australia,field,New Zealand,BF Bowden,Aleem Dar,AL Hill,Eden Park,New Zealand,,5.0,2007
Hamilton,,2007/02/20,251496,male,3.0,MJ Procter,,,,ML Hayden,EA Watkin,2006/07,Chappell-Hadlee Trophy,New Zealand,Australia,bat,Australia,AL Hill,Aleem Dar,GAV Baxter,Seddon Park,New Zealand,,1.0,2007
Bloemfontein,,2006/09/15,255961,male,1.0,RS Mahanama,,,,HH Dippenaar,,2006/07,Zimbabwe in South Africa ODI Series,South Africa,Zimbabwe,bat,Zimbabwe,IL Howell,DJ Harper,BG Jerling,Goodyear Park,South Africa,,5.0,2006
Kuala Lumpur,DLF Cup,2006/09/14,256607,male,2.0,BC Broad,D/L,True,,SR Tendulkar,Sarika Prasad,2006/07,,India,West Indies,bat,India,AL Hill,Asad Rauf,MR Benson,Kinrara Academy Oval,West Indies,29.0,,2006
Kuala Lumpur,DLF Cup,2006/09/18,256610,male,4.0,BC Broad,,True,,MEK Hussey,Sarika Prasad,2006/07,,Australia,West Indies,bat,Australia,MR Benson,Asad Rauf,AL Hill,Kinrara Academy Oval,West Indies,,3.0,2006
Kuala Lumpur,DLF Cup,2006/09/20,256612,male,5.0,BC Broad,,True,,Harbhajan Singh,Sarika Prasad,2006/07,,India,West Indies,bat,India,Asad Rauf,MR Benson,AL Hill,Kinrara Academy Oval,India,16.0,,2006
Kuala Lumpur,DLF Cup,2006/09/22,256614,male,6.0,BC Broad,,True,,B Lee,Sarika Prasad,2006/07,,Australia,India,bat,Australia,AL Hill,Asad Rauf,MR Benson,Kinrara Academy Oval,Australia,18.0,,2006
Kuala Lumpur,DLF Cup,2006/09/24,256615,male,,BC Broad,,True,,B Lee,Sarika Prasad,2006/07,,Australia,West Indies,bat,Australia,AL Hill,Asad Rauf,MR Benson,Kinrara Academy Oval,Australia,127.0,,2006
Potchefstroom,,2006/09/20,257470,male,3.0,RS Mahanama,,,,MV Boucher,,2006/07,Zimbabwe in South Africa ODI Series,South Africa,Zimbabwe,bat,South Africa,KH Hurter,DJ Harper,BG Jerling,Sedgars Park,South Africa,171.0,,2006
Faisalabad,,2006/12/07,257769,male,2.0,AG Hurst,,,,Inzamam-ul-Haq,Iftikhar Malik,2006/07,West Indies in Pakistan ODI Series,Pakistan,West Indies,field,Pakistan,Zameer Haider,Aleem Dar,DJ Harper,Iqbal Stadium,Pakistan,,2.0,2006
Lahore,,2006/12/10,257770,male,3.0,AG Hurst,D/L,,,Naved-ul-Hasan,Iqbal Butt,2006/07,West Indies in Pakistan ODI Series,Pakistan,West Indies,field,Pakistan,Zameer Haider,Asad Rauf,NJ Llong,Gaddafi Stadium,Pakistan,,7.0,2006
,,2006/12/13,257771,male,4.0,AG Hurst,,,,MN Samuels,Mian Mohammad Aslam,2006/07,West Indies in Pakistan ODI Series,Pakistan,West Indies,bat,Pakistan,Riazuddin,NJ Llong,Zameer Haider,Multan Cricket Stadium,West Indies,,7.0,2006
Karachi,,2006/12/16,257772,male,5.0,AG Hurst,,,,Naved-ul-Hasan,Saleem Badar,2006/07,West Indies in Pakistan ODI Series,Pakistan,West Indies,field,Pakistan,Riazuddin,Asad Rauf,NJ Llong,National Stadium,Pakistan,,7.0,2006
London,,2007/07/01,258465,male,1.0,MJ Procter,,,,FH Edwards,TE Jesty,2007,NatWest Series,England,West Indies,field,West Indies,PJ Hartley,BG Jerling,NJ Llong,Lord's,England,79.0,,2007
Birmingham,,2007/07/04,258466,male,2.0,MJ Procter,,,,S Chanderpaul,B Dudleston,2007,NatWest Series,England,West Indies,field,England,NA Mallender,BG Jerling,NJ Llong,Edgbaston,West Indies,61.0,,2007
Nottingham,,2007/07/07,258467,male,3.0,MJ Procter,,,,DBL Powell,IJ Gould,2007,NatWest Series,England,West Indies,bat,West Indies,PJ Hartley,MR Benson,BG Jerling,Trent Bridge,West Indies,93.0,,2007
Southampton,,2007/08/21,258471,male,1.0,RS Mahanama,,,,IR Bell,NJ Llong,2007,NatWest Series,England,India,field,India,IJ Gould,MR Benson,BR Doctrove,The Rose Bowl,England,104.0,,2007
Bristol,,2007/08/24,258472,male,2.0,RS Mahanama,,,,R Dravid,PJ Hartley,2007,NatWest Series,England,India,bat,India,NJ Llong,BR Doctrove,IJ Gould,County Ground,India,9.0,,2007
Birmingham,,2007/08/27,258473,male,3.0,RS Mahanama,,,,IR Bell,NJ Llong,2007,NatWest Series,England,India,field,India,PJ Hartley,MR Benson,BR Doctrove,Edgbaston,England,42.0,,2007
Manchester,,2007/08/30,258474,male,4.0,RS Mahanama,,,,SCJ Broad,PJ Hartley,2007,NatWest Series,England,India,bat,India,MR Benson,Aleem Dar,IJ Gould,Old Trafford,England,,3.0,2007
London,,2007/09/05,258476,male,6.0,RS Mahanama,,,,SR Tendulkar,JH Evans,2007,NatWest Series,England,India,bat,England,IJ Gould,Aleem Dar,PJ Hartley,Kennington Oval,India,,2.0,2007
London,,2007/09/08,258477,male,7.0,RS Mahanama,,,,KP Pietersen,RJ Bailey,2007,NatWest Series,England,India,bat,India,PJ Hartley,Aleem Dar,IJ Gould,Lord's,England,,7.0,2007
Potchefstroom,ICC Tri-Series (in South Africa),2006/11/27,259384,male,2.0,MJ Procter,,True,,S Dhaniram,KH Hurter,2006/07,,Bermuda,Canada,field,Canada,,JJ Luck,RB Tiffin,Sedgars Park,Canada,,5.0,2006
Benoni,ICC Tri-Series (in South Africa),2006/12/02,259389,male,6.0,MJ Procter,,True,,S Mukuddem,BM White,2006/07,,Bermuda,Netherlands,bat,Netherlands,,SR Modi,RB Tiffin,Willowmoore Park,Bermuda,,6.0,2006
Benoni,ICC Tri-Series (in South Africa),2006/11/30,259390,male,4.0,MJ Procter,,True,,GR Codrington,BM White,2006/07,,Bermuda,Canada,field,Canada,,SR Modi,RB Tiffin,Willowmoore Park,Canada,,3.0,2006
Benoni,ICC Tri-Series (in South Africa),2006/12/01,259391,male,5.0,MJ Procter,D/L,True,,WF Stelling,BM White,2006/07,,Canada,Netherlands,field,Netherlands,,SR Modi,RB Tiffin,Willowmoore Park,Netherlands,,1.0,2006
East London,,2006/09/18,259793,male,2.0,RS Mahanama,,,,AJ Hall,,2006/07,Zimbabwe in South Africa ODI Series,South Africa,Zimbabwe,bat,Zimbabwe,BG Jerling,DJ Harper,IL Howell,Buffalo Park,South Africa,,6.0,2006
Bogra,,2006/12/03,264068,male,2.0,RS Madugalle,,,,SC Williams,SB Chowdhury,2006/07,Zimbabwe in Bangladesh ODI Series,Bangladesh,Zimbabwe,field,Bangladesh,Ziaul Islam,Enamul Haque,Nadeem Ghauri,Shaheed Chandu Stadium,Bangladesh,,6.0,2006
Bogra,,2006/12/05,264069,male,3.0,RS Madugalle,,,,Abdur Razzak,SB Chowdhury,2006/07,Zimbabwe in Bangladesh ODI Series,Bangladesh,Zimbabwe,field,Zimbabwe,Ziaul Islam,Enamul Haque,SL Shastri,Shaheed Chandu Stadium,Bangladesh,26.0,,2006
Mirpur,,2006/12/08,264070,male,4.0,RS Madugalle,,,,Aftab Ahmed,,2006/07,Zimbabwe in Bangladesh ODI Series,Bangladesh,Zimbabwe,field,Bangladesh,Ziaul Islam,Nadeem Ghauri,Nadir Shah,Shere Bangla National Stadium,Bangladesh,,8.0,2006
Mirpur,,2006/12/09,264071,male,5.0,RS Madugalle,,,,GB Brent,Syed Mahabubullah,2006/07,Zimbabwe in Bangladesh ODI Series,Bangladesh,Zimbabwe,field,Bangladesh,Ziaul Islam,Nadir Shah,SL Shastri,Shere Bangla National Stadium,Bangladesh,,3.0,2006
Nairobi,ICC World Cricket League Division One,2007/02/02,267386,male,7.0,RS Mahanama,,True,,JM Davison,A Chaudary,2006/07,,Bermuda,Canada,field,Bermuda,,DB Hair,TH Wijewardene,Gymkhana Club Ground,Canada,56.0,,2007
Nairobi,ICC World Cricket League Division One,2007/02/04,267387,male,10.0,RS Mahanama,,True,,RN ten Doeschate,AK Ghose,2006/07,,Bermuda,Netherlands,field,Netherlands,,Shahul Hameed,TH Wijewardene,Ruaraka Sports Club Ground,Netherlands,,8.0,2007
Nairobi,ICC World Cricket League Division One,2007/02/04,267389,male,12.0,RS Mahanama,,,,RM Haq,LK Bhudia,2006/07,,Kenya,Scotland,bat,Scotland,,GAV Baxter,DB Hair,Gymkhana Club Ground,Scotland,77.0,,2007
Nairobi,ICC World Cricket League Division One,2007/02/05,267391,male,14.0,RS Mahanama,,,,TM Odoyo,MA Khan,2006/07,,Kenya,Canada,bat,Kenya,,R Dill,TH Wijewardene,Jaffery Sports Club Ground,Kenya,158.0,,2007
Chennai,,2007/01/27,267708,male,3.0,AG Hurst,,,,MN Samuels,AY Gokhale,2006/07,West Indies in India ODI Series,India,West Indies,field,West Indies,GA Pratapkumar,BF Bowden,SL Shastri,MA Chidambaram Stadium,West Indies,,3.0,2007
Vadodara,,2007/01/31,267709,male,4.0,AG Hurst,,,,SR Tendulkar,Jasbir Singh,2006/07,West Indies in India ODI Series,India,West Indies,field,West Indies,SL Shastri,BF Bowden,AM Saheba,Indian Petrochemicals Corporation Limited Sports Complex Ground,India,160.0,,2007
Rajkot,,2007/02/11,267712,male,2.0,AG Hurst,,,,KC Sangakkara,SD Ranade,2006/07,Sri Lanka in India ODI Series,India,Sri Lanka,field,India,GA Pratapkumar,SL Shastri,SJA Taufel,Madhavrao Scindia Cricket Ground,Sri Lanka,5.0,,2007
Visakhapatnam,,2007/02/17,267713,male,4.0,AG Hurst,,,,LPC Silva,TK Handu,2006/07,Sri Lanka in India ODI Series,India,Sri Lanka,field,India,SL Shastri,AM Saheba,SJA Taufel,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,India,,7.0,2007
Margao,,2007/02/14,267715,male,3.0,AG Hurst,,,,Z Khan,SK Tarapore,2006/07,Sri Lanka in India ODI Series,India,Sri Lanka,bat,Sri Lanka,SL Shastri,AM Saheba,SJA Taufel,Nehru Stadium,India,,5.0,2007
Glasgow,,2007/08/16,275789,male,,RS Madugalle,D/L,,,G Gambhir,BD Papworth,2007,,Scotland,India,field,India,PK Baldwin,IJ Gould,IL Howell,Titwood,India,,7.0,2007
Mirpur,,2007/05/10,282688,male,1.0,RS Mahanama,,,,MS Dhoni,Syed Mahabubullah,2007,India in Bangladesh ODI Series,Bangladesh,India,bat,Bangladesh,AFM Akhtaruddin,EAR de Silva,Nadir Shah,Shere Bangla National Stadium,India,,5.0,2007
Mirpur,,2007/05/12,282689,male,2.0,RS Mahanama,,,,G Gambhir,Syed Mahabubullah,2007,India in Bangladesh ODI Series,Bangladesh,India,bat,India,AFM Akhtaruddin,EAR de Silva,Enamul Haque,Shere Bangla National Stadium,India,46.0,,2007
Bangalore,Afro-Asia Cup,2007/06/06,289107,male,1.0,BC Broad,,True,,SM Pollock,SL Shastri,2007,,Africa XI,Asia XI,bat,Asia XI,AM Saheba,AL Hill,PD Parker,M Chinnaswamy Stadium,Asia XI,34.0,,2007
Chennai,Afro-Asia Cup,2007/06/09,289108,male,2.0,BC Broad,,True,,CRD Fernando,AM Saheba,2007,,Africa XI,Asia XI,bat,Asia XI,SL Shastri,AL Hill,PD Parker,MA Chidambaram Stadium,Asia XI,31.0,,2007
Chennai,Afro-Asia Cup,2007/06/10,289110,male,3.0,BC Broad,,True,,MS Dhoni,SL Shastri,2007,,Africa XI,Asia XI,bat,Asia XI,AM Saheba,AL Hill,PD Parker,MA Chidambaram Stadium,Asia XI,13.0,,2007
,,2007/10/01,291217,male,1.0,J Srinath,,,,MF Maharoof,ID Gunawardene,2007/08,England in Sri Lanka ODI Series,Sri Lanka,England,bat,Sri Lanka,TH Wijewardene,EAR de Silva,RE Koertzen,Rangiri Dambulla International Stadium,Sri Lanka,119.0,,2007
,,2007/10/04,291218,male,2.0,J Srinath,,,,OA Shah,AG Dissanayake,2007/08,England in Sri Lanka ODI Series,Sri Lanka,England,bat,England,MG Silva,RE Koertzen,TH Wijewardene,Rangiri Dambulla International Stadium,England,65.0,,2007
Colombo,,2007/10/10,291220,male,4.0,J Srinath,,,,AN Cook,RD Kottahachchi,2007/08,England in Sri Lanka ODI Series,Sri Lanka,England,bat,Sri Lanka,EAR de Silva,RE Koertzen,TH Wijewardene,R Premadasa Stadium,England,,5.0,2007
Colombo,,2007/10/13,291221,male,5.0,J Srinath,,,,CRD Fernando,BBJ Nandakumar,2007/08,England in Sri Lanka ODI Series,Sri Lanka,England,bat,Sri Lanka,MG Silva,EAR de Silva,RE Koertzen,R Premadasa Stadium,Sri Lanka,107.0,,2007
,,2007/12/14,291345,male,1.0,RS Mahanama,,,,RT Ponting,SD Fry,2007/08,Chappell-Hadlee Trophy,Australia,New Zealand,bat,New Zealand,BNJ Oxenford,MR Benson,SJ Davis,Adelaide Oval,Australia,,7.0,2007
Hobart,,2007/12/20,291347,male,3.0,RS Mahanama,,,,RT Ponting,BJ Muir,2007/08,Chappell-Hadlee Trophy,Australia,New Zealand,field,New Zealand,BNJ Oxenford,MR Benson,PD Parker,Bellerive Oval,Australia,114.0,,2007
